time_step,delta,a,cte,epsi
54,0.0044084885405613035,0.27728636664640494,0.023419175930996516,-0.0372635840958416
55,0.0056713688570105055,0.2769145141203308,0.027988083091770477,-0.047826862465667905
56,0.00461820613784657,0.27872215076797424,0.03733697085692711,-0.039746574848340294
57,0.0029390269026148526,0.2772297564183162,0.0446168309811128,-0.026036290959770083
58,0.0010128308268146223,0.278227538897873,0.04998043783484718,-0.010405215201596561
59,-0.001943647606800461,0.2767954772648129,0.05382282999164545,0.013856380259430553
60,-0.004493840624653889,0.2783374465622313,0.05368891252521735,0.035117338403749226
61,-0.005286884851696882,0.2782725165880991,0.047962836075896575,0.041949000399619706
62,-0.004900840808952472,0.2769100308779127,0.042271399733749604,0.03883682347373116
63,-0.003522748171399679,0.2783689763001665,0.0372287017016788,0.02783924929722821
64,-0.0008661781814234596,0.2786893342494705,0.03311320319949118,0.006019580170594898
65,0.002354184616570537,0.2766919666448137,0.030382117620774807,-0.020444579792507418
66,0.005347879419088948,0.278463459853439,0.028964304008241015,-0.045279218645363974
67,0.007997115810907708,0.278406366858718,0.02844830392410813,-0.0671788516816861
68,0.010675858140006085,0.27659769709772286,0.028154754204308574,-0.08886088431532208
69,0.010205232215355277,0.2780968202097417,0.03689469793914668,-0.08578795113789438
70,0.008515248764326296,0.2782612938162077,0.04372052487968858,-0.07221741143595002
71,0.005790067503490603,0.2762280522911063,0.04733987387902516,-0.049623732417494605
72,0.002199538120596857,0.27512797496249114,0.0492766079211151,-0.020187705389880416
73,-0.0025045547449464023,0.2745365156010325,0.0500401251769631,0.01831577993608067
74,-0.004914524465561735,0.27449913872589343,0.04058311533503911,0.0384526770027265
75,-0.006171081287273515,0.2765686933244593,0.03117958146140154,0.049478094963729236
76,-0.0059249191420267305,0.27752805650968,0.02345519361620063,0.04792348455603132
77,-0.004402476970677105,0.277364946730012,0.01730065171619799,0.035585928193014954
78,-0.0020796074956443192,0.2758071915211155,0.013335423150408587,0.0164928139030721
79,0.0002986092813485333,0.2767253269363589,0.011745191318539128,-0.0029714398021569092
80,0.0030502408731430644,0.27560554038558827,0.011575203825202607,-0.02555925884643627
81,0.005592130564990576,0.27656593178014327,0.01287101383610434,-0.04663188764507186
82,0.005191984635885557,0.2758630096638396,0.02420352501206935,-0.04372846863697802
83,0.0037906449582990184,0.27518173186704586,0.03383438672125294,-0.03257411978403626
84,0.0018658324080100118,0.27710414529827115,0.04123394322789409,-0.017213635698813807
85,-0.0010099225854734379,0.2770759715091927,0.04677296230272532,0.00627689811866873
86,-0.004418770093104728,0.2755161780051954,0.050816605774230084,0.03408304805790918
87,-0.0055090564545678756,0.2768032480964656,0.044563103247867275,0.04350732878743087
88,-0.0057535858861323935,0.2771960858173306,0.03884690414236047,0.04584566888459923
89,-0.005253314539494537,0.2752420302161987,0.03403630695515858,0.04168101077586617
90,-0.003500321539721376,0.27489323384067954,0.029925856968475273,0.027461345425787057
91,-0.0007600642603735122,0.27596458475266095,0.026707292192554632,0.00517694733473948
92,0.0020762540982380076,0.27507667366534444,0.02479919498966865,-0.018003046358679865
93,0.004909366370665037,0.274809758060538,0.023827012379854295,-0.04114730070932183
94,0.00747318696579596,0.276338809039314,0.023185065914333336,-0.06240222623807873
95,0.006948115864589418,0.27711258779691583,0.031617319876147576,-0.05857827737910388
96,0.005431737606921286,0.27696632165785645,0.04031294908378413,-0.04645492337508213
97,0.0034917661021440197,0.2765221070152177,0.04676378935835146,-0.030754532873504548
98,0.0005388571849946676,0.2746672624833376,0.050935361838867266,-0.006637571955188389
99,-0.0028805328849899076,0.27439600933456487,0.054331905044136874,0.021192386111047342
100,-0.003901439512832542,0.27614678175786717,0.04819994943744632,0.02995839655366521
101,-0.004620995225171844,0.27597173329793967,0.0412073399540418,0.03615812222359868
102,-0.0048397990584868825,0.2744660235243411,0.03490379940967614,0.03806041557410033
103,-0.003459744161718542,0.27431152383884483,0.02922828096751573,0.026999743303617464
104,-0.001334293091914684,0.2759432642541532,0.024492503836768265,0.009885169166884268
105,0.000928974629951152,0.27642148827908564,0.02161451826987104,-0.008590758269706397
106,0.0032387186895819504,0.27522458783786824,0.01987553188638458,-0.02742803084951477
107,0.005777611375856794,0.2763187607534659,0.018797024464959122,-0.04837481643461326
108,0.004607493603660011,0.27505431381335854,0.026602989251102827,-0.038912799813995536
109,0.0029690054032395128,0.27661857853649535,0.035215867928684474,-0.02597387828444848
110,0.0010604184041421313,0.2771758036066465,0.042015554947226974,-0.010581037850570872
111,-0.0013666830831369182,0.2767133070443235,0.04687770451681672,0.009209706144575275
112,-0.0045888158725162055,0.2748584129034388,0.05116129882077303,0.03539360446460283
113,-0.004707605924788959,0.27400745198795184,0.04674035267862564,0.03641825206217569
114,-0.004669080436579627,0.27393797841639017,0.041692738871404345,0.03631355616114697
115,-0.004243865248624541,0.27527847339463063,0.03734499294887428,0.03319896907622739
116,-0.0030739260459594383,0.2745480730224502,0.033871074962462444,0.023723103247111764
117,-0.0010150760088963558,0.27571355468114617,0.030852091369752088,0.0070567989475329215
118,0.0012567270583813644,0.274714772666793,0.02889181474608904,-0.011469108845588152
119,0.0035118849190950486,0.27622009836663103,0.02725987317370482,-0.029977690945454844
120,0.005812310878686829,0.27689901840644726,0.026290417295399493,-0.048957270588699045
121,0.008125482774513377,0.27742956338139163,0.02711909722108885,-0.06820625567654978
122,0.007494318283971301,0.27727391306273685,0.035276201410056274,-0.0633557863779113
123,0.005776290047558866,0.27727346435006495,0.042025100836042384,-0.0495279711032423
124,0.003253245476891924,0.27507785331028356,0.04591718928764976,-0.02876962468281988
125,-4.2415435068672325e-05,0.2743571559001283,0.047885390114288384,-0.001874112475115389
126,-0.0038521001365499786,0.27567077595305517,0.04768388298737136,0.029465812164554347
127,-0.00537251304597167,0.274824293313963,0.03890519037190643,0.04221797690894432
128,-0.00586068810771848,0.2760702300448212,0.030581564132546646,0.046764622893515365
129,-0.005016786123646745,0.274726551044799,0.023461208301682746,0.039956580402661306
130,-0.003349296589879397,0.2760567644473124,0.018138758095801677,0.026647450429272412
131,-0.0013404244780941814,0.27450029113292995,0.014408908656037056,0.010258296224225293
132,0.0009166886752454709,0.27423286344754966,0.012668771809160262,-0.008122113372025338
133,0.0031250384725991123,0.2753018652870215,0.012113903448437213,-0.02623060522625526
134,0.00512319632563647,0.27423384765169007,0.013252476381524048,-0.04255021564030948
135,0.004756193559001779,0.2737407158825203,0.02356768874778936,-0.03995277827725426
136,0.003166091174009471,0.2733839934355181,0.03143116646026556,-0.027292669240465955
137,0.0010355976512060594,0.2734809971474713,0.037408694835676215,-0.01018553820647213
138,-0.0015546562557693293,0.2746988925999043,0.04127609448920566,0.010836610977386241
139,-0.004614199805650451,0.27371367584715317,0.043837032015744626,0.03570725239433784
140,-0.00571811589941531,0.2733593199966872,0.03674628429973836,0.045008542575395175
141,-0.005458520291565086,0.2753467743841542,0.03048286028615621,0.043442514333576085
142,-0.004355350342960063,0.27619598570764764,0.025187381698060562,0.03472169003505302
143,-0.0024384524690973072,0.2769357905872163,0.02115992723429372,0.01918634029698553
144,-0.00015261268612452172,0.27718366796116845,0.018175677738327067,0.0004889252069397287
145,0.0023849929015717555,0.27750296625135984,0.016032660195378412,-0.020368017581417437
146,0.004582217121871968,0.2768849548874528,0.01532301845463735,-0.038408795471984065
147,0.006750783344791927,0.27530277945346693,0.015141863364476649,-0.05602359801777835
148,0.0058915294233579515,0.27629882662335575,0.024719852106500184,-0.049550387844647006
149,0.004328612146053091,0.2746639751232149,0.0321233169800621,-0.036871830401772894
150,0.0020641711088008967,0.2743032467596701,0.0377530517967557,-0.01860057564851692
151,-0.0003733550707036771,0.27570689126987763,0.041146837753672116,0.0011734743698679465
152,-0.003344346301513603,0.2741456920372936,0.04350189400616955,0.0253439702406504
153,-0.0041236493959971995,0.27402239160135794,0.0359950461491394,0.03201280865064357
154,-0.004231362856857973,0.27547584942031866,0.029613735352427284,0.033324086903809176
155,-0.003405776236533992,0.2761626216998926,0.023294616403461532,0.02688084624225787
156,-0.0018569746829709835,0.27468191414867593,0.018144043067366056,0.014291411792027123
157,-3.344454454402526e-05,0.2755380734506008,0.013940443263777524,-0.00044705080641998217
158,0.002166395630686692,0.2744850325143362,0.01097034224892468,-0.018330467901505974
159,0.0041627123559562435,0.2758503164591634,0.009043747409236857,-0.034739592108538435
160,0.006319519405320807,0.27598927509210003,0.008100574743821198,-0.05248535846361069
161,0.006669620656332005,0.2745501231082523,0.013173888926587551,-0.055383477183372366
162,0.00503045744244591,0.2737446076901848,0.020371866157404384,-0.042221702289591975
163,0.0028445011743302583,0.27377414410097456,0.02492749272465744,-0.024616201141004598
164,0.0006183648927336109,0.2759935086313544,0.027956254282344162,-0.006662084209532008
165,-0.0028057876568062176,0.27581455049976616,0.029894753664734708,0.02139045861391853
166,-0.005244709042992272,0.2742425105501799,0.02573114591103831,0.041400731234947044
167,-0.00587260050471175,0.2737418178668704,0.018289640356329073,0.04676611270280594
168,-0.005338481595132424,0.27516779856840473,0.011343847411183106,0.04287545978475125
169,-0.004215447688670587,0.2764822509806353,0.004869399329152202,0.03410030313720791
170,-0.001981942179674362,0.2763609306824091,-0.00016927669048527605,0.015916847614580124
171,0.000583663821691209,0.2746991275476331,-0.003613936338183521,-0.005038340607884001
172,0.003919653221553214,0.2771821597896423,-0.005809953260808243,-0.03256392266451572
173,0.006860482343546236,0.2752551196991555,-0.006429325849751422,-0.05652670453797491
174,0.008922966999399201,0.2759890865323708,-0.0032884777404547094,-0.07382566847442153
175,0.008207657657353026,0.2744242540638099,0.004142908316794092,-0.06800590504094452
176,0.006624519629472367,0.2739559145148453,0.010595125522286253,-0.05533983494410877
177,0.0031439186284345213,0.2735839756395608,0.015259667069472016,-0.02714115876688037
178,-0.0010759673701098995,0.27331940377295044,0.017830811442138383,0.007135607450806468
179,-0.004653498318067481,0.27340750639919215,0.014009543931024382,0.03645502848478696
180,-0.005673389302271393,0.27552572983382073,0.003936104626347969,0.04543073956874186
181,-0.005043515631597354,0.27578153497764674,-0.00793689662111774,0.04068866428085444
182,-0.0025874317524196477,0.2751504009051499,-0.019102087482878005,0.020824360168703565
183,0.00017721187814610887,0.2762903554943014,-0.02827687682793112,-0.00153986087904147
184,0.002808935965184067,0.27654985004670946,-0.03397293873018725,-0.023053721843330106
185,0.005195090731451737,0.27625144541446356,-0.03789753194197942,-0.04259366233143918
186,0.006916235861726895,0.27482544977293594,-0.04049618429007751,-0.05649293829069158
187,0.0073995768286996815,0.2762223422072004,-0.04189707314154134,-0.06074731529746719
188,0.004762686170655844,0.27662732093767906,-0.03759956588726254,-0.03934913032174602
189,0.0011246378963598986,0.27656079915788184,-0.03673055183980978,-0.009474321582778385
190,-0.0026170232868665704,0.27502627567941695,-0.03983976611792173,0.021302324356986545
191,-0.007078347532321718,0.27648316373141174,-0.04434435258355052,0.058260588036730655
192,-0.01069511887058114,0.27676807663410274,-0.05063925838760497,0.08824374536537595
193,-0.011646040085690545,0.2752303115057729,-0.06287818317477445,0.09603327205076087
194,-0.010901199128392358,0.27593756731221386,-0.07191332609551182,0.09045970310205771
195,-0.010012288821287739,0.27450237342222916,-0.07605535697786081,0.08298211567669023
196,-0.0053449372742714754,0.27393736349859044,-0.08164619244325877,0.04499025782153457
197,-0.005695889405307709,0.2736984706884318,-0.06798790032974011,0.0472571323276647
198,-0.005604655243706195,0.2736111106940298,-0.05505435894440325,0.04594098510990161
199,-0.006556673005928046,0.27538949791243,-0.04322791508477053,0.05350370532093938
200,-0.008012755801707006,0.27624410656339066,-0.03349333309506619,0.06520896503364586
201,-0.012566246042421897,0.27675829550693126,-0.022255369700417305,0.10237777275866383
202,-0.01266404059081883,0.2766283985915022,-0.029376216227660734,0.10343002381613052
203,-0.01235132390938202,0.2751637019654822,-0.03612157922663073,0.10069930497561647
204,-0.011903540980561605,0.2756367090101013,-0.04192491852177227,0.09749167582446772
205,-0.0099983554520177,0.27437779715676347,-0.046839197964800405,0.08182062264051966
206,-0.007616137622150494,0.27419454154294476,-0.049460441601041794,0.06250711399167706
207,-0.0043743008066172715,0.27615049611432846,-0.050967711135314175,0.0363197739696227
208,-0.001116133698826433,0.27569569815347006,-0.051705561458277316,0.009521794019115916
209,0.00209045117545009,0.27445724015965767,-0.05178524698624187,-0.016832252125491363
210,0.00584772831968456,0.27604265331852507,-0.051664194975558075,-0.04795683852756251
211,0.0046949720378053296,0.2761794977875482,-0.04086435405014299,-0.03899780168915389
212,0.001866110720877282,0.2747231806924774,-0.03259569693096864,-0.016031591374226155
213,-0.002093610781391973,0.27590023216275217,-0.02829723261993422,0.016253351919665277
214,-0.006594006553850169,0.2767809890959582,-0.026550239270193288,0.053277480708416564
215,-0.013205192910583113,0.2770918706642847,-0.02650584873185835,0.10777752515348775
216,-0.015493415221664593,0.27749409800976016,-0.040201726059962084,0.12723818296676123
217,-0.016866368819693476,0.2780264146612509,-0.05222686588828651,0.1391980098765279
218,-0.017100910979727806,0.2754974940770781,-0.06037610969016782,0.14036734462690306
219,-0.015735327405619625,0.2754324093824024,-0.06587784524921858,0.12948068155941453
220,-0.012983468376940836,0.2760651108869763,-0.0682980358143368,0.1074184392366423
221,-0.009329420580985962,0.27511892483911404,-0.06673126053254919,0.07726766303503509
222,-0.005297023024652042,0.27604983716674575,-0.06384634665340627,0.04433437279306132
223,0.0015370796448997694,0.2761781542015513,-0.06549165373786536,-0.0118453695513193
224,0.002709422219788238,0.27491426328050994,-0.050140206525782105,-0.022077595454518033
225,0.0023390726684811044,0.2740578873478266,-0.0369949333685895,-0.019554050552570153
226,0.00037142834429634744,0.2739083148068227,-0.02660260372721268,-0.0039199298748851035
227,-0.0024483553356149817,0.2760680758939164,-0.019986625041497064,0.018931674798706385
228,-0.009136796515499387,0.2766091296930713,-0.01223572880448387,0.07375960531338129
229,-0.011201162261995167,0.2762659640353458,-0.022963522420610616,0.09104004616816276
230,-0.012457939117968799,0.27512409894422096,-0.03455790492805022,0.10142662376777428
231,-0.01315524583479245,0.2759906233719633,-0.04537001813159236,0.10786203760268033
232,-0.012838279067388417,0.27468275662698544,-0.05333828356350523,0.10518878615001895
233,-0.011467370191656487,0.2761126849184488,-0.057707101516456305,0.09464674877647543
234,-0.009359396999553012,0.2755703898724286,-0.060019665630420604,0.07740048988165303
235,-0.0065510910635371,0.27690693751388357,-0.059955685632758104,0.05464748454987128
236,-0.002640979866009659,0.27697743026741883,-0.05868545534946179,0.022369850092299574
237,-0.00214119087067548,0.2749269625310346,-0.04517367859398291,0.01757195743292362
238,-0.002059990388710082,0.27634071628176554,-0.03228131865228079,0.0164146008175609
239,-0.0028306575556940423,0.2771386908414174,-0.021093786428366457,0.02230676063247042
240,-0.005265197913368425,0.2773996212301541,-0.01164417070589252,0.04202564463478798
241,-0.008738044667323207,0.27738387728756925,-0.005025575251778491,0.07042088425044138
242,-0.009626742660147613,0.2774381346195924,-0.012547415866151823,0.07805212047204343
243,-0.010470422983305305,0.2755949023956892,-0.020404723115746037,0.08482767998333857
244,-0.010784887204203389,0.2765227691584603,-0.028127481273713784,0.08798563102083898
245,-0.0102134108253562,0.27545171260607426,-0.03556928258501557,0.08335990356318318
246,-0.00894681076235589,0.2767791373394794,-0.040830394000693104,0.07356684245760906
247,-0.0063774271597149094,0.27721324849141665,-0.04438588773342644,0.052653735600578656
248,-0.0035274772171620034,0.27670922437280293,-0.04668179401198813,0.029192731171194593
249,-0.0011635696774512324,0.27553971585025144,-0.04796380522685695,0.009746875139059814
250,0.0027427852756887134,0.2759901065033385,-0.04763276879339173,-0.022496083669142897
251,0.002636914029029554,0.2751464483046198,-0.036981303249291386,-0.022109963762540086
252,0.0008518347236428317,0.27588261825148536,-0.027628440035755375,-0.007933768939864413
253,-0.0023760000005366376,0.27436684759496655,-0.021270680547957,0.0182076417963301
254,-0.005806737869792963,0.27437380878717826,-0.018252666286059593,0.04608927065585178
255,-0.011192427596975535,0.2760681188894587,-0.018083803359161266,0.09059944627433524
256,-0.01319885892707336,0.27646643805393134,-0.030108786748314742,0.10766557123018726
257,-0.014363404271727059,0.2766580153940956,-0.04247804708657554,0.11778342629858708
258,-0.014344160918925,0.27519587452496524,-0.05230639982409002,0.11749860186545559
259,-0.013675027041780448,0.27661136864483776,-0.05835988812322057,0.11281851944545716
260,-0.011851260562903016,0.2768387178667109,-0.061990906065545914,0.09813582934357212
261,-0.009538169813413596,0.27489674804981123,-0.06239789896861225,0.07874522599687742
262,-0.005903475794116416,0.27420612961461416,-0.060934937419915514,0.04886396384423761
263,0.0010763931889024708,0.27407781404951853,-0.06549499300831485,-0.008078896972987994
264,0.002088560196889589,0.2758020035730505,-0.052025348930925475,-0.017048388774184027
265,0.001961346626460096,0.2760560731735724,-0.039497730782841245,-0.01658728301695551
266,0.0004625264612650183,0.27491680071742763,-0.03036836363673956,-0.004673604777098055
267,-0.0030564137185801203,0.2763001817267863,-0.024703761201465113,0.02405080286584286
268,-0.010950120805642404,0.27612355125797905,-0.014926962884970862,0.08858005969947473
269,-0.01247311670690844,0.2748231344934405,-0.02689343550574108,0.10107919494050484
270,-0.013988232290651536,0.2762499402477032,-0.03939676719753038,0.11445029827776981
271,-0.014059337436552246,0.27718744415001695,-0.05089582655429581,0.11581069845831075
272,-0.013186147023081109,0.2771686962885516,-0.058485325892860374,0.1089410240760558
273,-0.011217153790872033,0.2753361294528304,-0.06402906701987376,0.09251309899882587
274,-0.008860058066998763,0.2742445749713025,-0.06599632840755021,0.07312490913873622
275,-0.006384221030403599,0.27402694548046685,-0.06533769940543266,0.052897526474777086
276,-0.0029132303382205307,0.27623803139324676,-0.06375379522557978,0.02463998880749703
277,0.0010088388914496012,0.2761773218103439,-0.05826162548413549,-0.007947145108561867
278,0.0006463935126499263,0.275040765633766,-0.045047035452796536,-0.005530299627579702
279,-0.0012267099842209622,0.27570305834491227,-0.03415876677868823,0.009399551942079228
280,-0.0031589793321727616,0.2743371904152715,-0.027430754522470124,0.02482879387193907
281,-0.007090281658039931,0.27394400325396717,-0.022798649252422365,0.05672408982192317
282,-0.012220046336532613,0.27533527223261595,-0.024232613612610976,0.09912178335591339
283,-0.01286702409467349,0.27476808147373566,-0.03643002921722882,0.1046721643718348
284,-0.01283672699194769,0.27581012358255896,-0.04782048753190793,0.1052104357900975
285,-0.011943088170517273,0.2746307361801893,-0.0565708464955037,0.0978994036962167
286,-0.010178869239398106,0.2743743087856696,-0.06217874202269513,0.08368650684736972
287,-0.008029280384498669,0.2763048497769565,-0.06571795856180529,0.0667446742508792
288,-0.006505508760486159,0.2768908016281483,-0.06543849163921323,0.05439609019849011
289,-0.004106353821897209,0.27688935961999,-0.06437091676548334,0.034618400265640614
290,0.0017319560481389798,0.27850018385561714,-0.06852603176170646,-0.01350972807093125
291,0.0013433857878095052,0.2757648494649081,-0.055544690544309105,-0.010751001460655487
292,0.00038756607709996606,0.27494293658990104,-0.044809359507780755,-0.003410462100510655
293,-0.0017530051098976224,0.27572650387762265,-0.03751408488977859,0.013808844343646747
294,-0.005261519878443369,0.2745968787483371,-0.03296587383067617,0.042254876142030356
295,-0.013188223167877516,0.2739459318130362,-0.02428972460074874,0.10654142462016841
296,-0.014742112738487185,0.27413872249805304,-0.03666939985441786,0.11971284086058809
297,-0.015141903267158531,0.2762398652876966,-0.04966512331020567,0.12427353310718064
298,-0.014547035314882212,0.27640793605420494,-0.0594116121322088,0.11987162144218239
299,-0.012789382253600138,0.27508465546029853,-0.06534609200110708,0.10532035229541924
300,-0.010571246488895262,0.27623408715891973,-0.06920953763858506,0.08776797407776486
301,-0.007621630780862591,0.27712736721010184,-0.06896614738911921,0.06379902382606545
302,-0.0052998645827664675,0.27672163589788373,-0.06525220653085739,0.04453414764840401
303,-0.0016850812703938702,0.27722835886023184,-0.06248795048975353,0.014651219036748498
304,-0.0013228599274088503,0.27782417788588804,-0.04858146840496147,0.011100865555672013
305,-0.0014102786750194243,0.2774856865448706,-0.03590071976520903,0.011232908350252093
306,-0.003531529157445961,0.27777712810755056,-0.025501378899434712,0.028356270725460722
307,-0.005892858592047525,0.27797908866271354,-0.01768129814863073,0.04753876024880864
308,-0.009624987606826257,0.2783194002924352,-0.011601185025313043,0.07823501602715491
309,-0.011034029067108797,0.27734426006701657,-0.019301732809879013,0.08991593753566636
310,-0.011503384704083549,0.2761266266542788,-0.028394036592601424,0.09379646978535591
311,-0.011106061126778267,0.27770083391871797,-0.03620612073453344,0.09132793143811958
312,-0.010077450457365501,0.27717579434611417,-0.042516836804111335,0.08302261935377817
313,-0.007862874399979179,0.27546283509902575,-0.047184121284374214,0.06467545296054787
314,-0.00529874756474436,0.275003998300091,-0.04946138559813562,0.04371023331332491
315,-0.003084235165493574,0.27648065483556705,-0.049585309818496626,0.025707652947759705
316,-0.000603915858589366,0.27727247355291096,-0.049299907933402665,0.005263367186072182
317,0.004341981077837839,0.2756713826376733,-0.05000215808837538,-0.03554219898835726
318,0.003396108430438298,0.2769213786382819,-0.03887332110289776,-0.02839025229734692
319,0.001645625931100316,0.2768762379340925,-0.030534508054842036,-0.014369273867178928
320,-0.0015912486489958663,0.2754542384369409,-0.02530560719887376,0.01199610624101864
321,-0.005380439334753796,0.2771430515326048,-0.023192747251130186,0.0431935797311446
322,-0.012214525699133371,0.27797562679415033,-0.02166827917488945,0.09975317431981257
323,-0.01405907835380963,0.27813724400465345,-0.034821225962247127,0.11550515554862574
324,-0.015450027224724732,0.27791434305535606,-0.04711769881092209,0.12736611367065628
325,-0.014486416758389733,0.27572128839758014,-0.05709776218520801,0.11900124421009639
326,-0.013372988497131939,0.2766383942535511,-0.06310673445011616,0.11049924299039507
327,-0.011353680411044662,0.2753464416246258,-0.06700052958873925,0.0938088843179454
328,-0.008937147433119429,0.27498032359392993,-0.06657184719216502,0.07402470383559606
329,-0.005700928016154631,0.2766838719440925,-0.0643068479913893,0.04773871574366456
330,-0.0017379214736596969,0.2774203507220906,-0.061003813628360604,0.014993191853095174
331,-0.00012649865229772328,0.2775046345559198,-0.04737197929381409,0.0010383657718224923
332,-0.00010473547458619134,0.27580345837450143,-0.03503653728975564,0.00027961758471184406
333,-0.00163181581301818,0.2764624838254381,-0.02491389875422101,0.012398623527446136
334,-0.0040451592198054815,0.27540770907461815,-0.017974133056355868,0.03183270856353265
335,-0.008684029404790726,0.2765580730959016,-0.014067714855229951,0.07000597021200648
336,-0.010765647680796006,0.2749686057029612,-0.02305656403723333,0.08706375933720702
337,-0.011879251962790363,0.27515950343135326,-0.033473952736187584,0.09666023033530902
338,-0.011626526998612715,0.2760257866202902,-0.04405209965722179,0.09529465407111726
339,-0.010717753303878782,0.2752379149524398,-0.05233364752774605,0.08799732954241239
340,-0.009580171802574908,0.2771071460830915,-0.057408458942177276,0.07941452163197962
341,-0.007966402775011086,0.27701879773375215,-0.060307654446944525,0.06629234917215557
342,-0.0057471159569272325,0.2758653194408966,-0.06073766171599004,0.04789102804477858
343,-0.0030486869797914417,0.27648509876788563,-0.05997713344072508,0.02573516184575115
344,-0.0005907605514912021,0.27530018451916044,-0.05340097588523918,0.005115021000089868
345,-0.0004435046791914391,0.27651583411015224,-0.04135195352154142,0.0033445761713959523
346,-0.0014576739091682646,0.2749382526209963,-0.03161235722080846,0.011170422086692625
347,-0.003798616957032927,0.2741734645690484,-0.02430243609543936,0.029941787584822587
348,-0.007076407684020853,0.27406538753836857,-0.01969067152404591,0.05649182632963241
349,-0.011270763224793283,0.27573683923292985,-0.02181781222805057,0.09135149710200607
